-96.00  -96.00  2.183784E-03  5.216255E-01  -1.293439E-01  -3.242167E-08  7.344124E-07  -8.134366E-07   
-94.40  -96.00  2.770874E-03  5.217123E-01  -1.292759E-01  -3.242167E-08  7.344124E-07  -8.134366E-07   
-92.80  -96.00  3.357965E-03  5.217991E-01  -1.292134E-01  -2.881279E-09  1.396140E-06  -1.648660E-06   
-91.20  -96.00  4.185934E-03  5.218530E-01  -1.291284E-01  4.329195E-08  1.874524E-06  -6.312156E-07   
-89.60  -96.00  5.013905E-03  5.219067E-01  -1.290489E-01  9.503856E-08  2.456622E-06  9.893027E-08   
-88.00  -96.00  5.333747E-03  5.219229E-01  -1.290107E-01  2.381275E-07  2.832382E-06  1.264498E-07   
-86.40  -96.00  5.653588E-03  5.219390E-01  -1.289782E-01  2.360030E-07  3.300563E-06  3.018867E-07   
-84.80  -96.00  6.062582E-03  5.219617E-01  -1.289680E-01  -3.172318E-08  3.118904E-06  6.052514E-07   
-83.20  -96.00  6.471577E-03  5.219843E-01  -1.289635E-01  -4.482717E-07  2.726269E-06  5.796764E-07   
-81.60  -96.00  6.909832E-03  5.220215E-01  -1.289256E-01  -8.308124E-07  2.140320E-06  5.444771E-07   
-80.00  -96.00  7.348088E-03  5.220585E-01  -1.288934E-01  -1.075212E-06  1.545617E-06  4.230514E-07   
-78.40  -96.00  7.768746E-03  5.220973E-01  -1.288758E-01  -1.254142E-06  1.467844E-06  2.762672E-07   
-76.80  -96.00  8.189403E-03  5.221362E-01  -1.288637E-01  -1.393753E-06  1.296085E-06  2.007700E-07   
-75.20  -96.00  8.757144E-03  5.221797E-01  -1.288358E-01  -1.382606E-06  1.606199E-06  1.358312E-07   
-73.60  -96.00  9.324887E-03  5.222233E-01  -1.288134E-01  -1.150416E-06  1.938160E-06  1.043336E-07   
-72.00  -96.00  1.003484E-02  5.222580E-01  -1.287005E-01  -8.532224E-07  2.432649E-06  6.230493E-08   
-70.40  -96.00  1.074480E-02  5.222927E-01  -1.285928E-01  -6.100162E-07  3.192144E-06  3.282548E-08   
-68.80  -96.00  1.165657E-02  5.223070E-01  -1.284678E-01  -4.722242E-07  3.758938E-06  6.170376E-08   
-67.20  -96.00  1.256834E-02  5.223213E-01  -1.283476E-01  -4.836329E-07  4.466830E-06  2.207471E-07   
-65.60  -96.00  1.350579E-02  5.223171E-01  -1.283367E-01  -5.024049E-07  4.860474E-06  3.502773E-07   
-64.00  -96.00  1.444323E-02  5.223129E-01  -1.283303E-01  -7.100752E-07  5.160553E-06  6.393329E-07   
-62.40  -96.00  1.569339E-02  5.224937E-01  -1.284695E-01  -6.021727E-07  5.409972E-06  8.686365E-07   
-60.80  -96.00  1.694354E-02  5.226744E-01  -1.286127E-01  -4.764005E-07  5.639884E-06  1.089385E-06   
-59.20  -96.00  1.818830E-02  5.229067E-01  -1.288815E-01  -4.437897E-07  6.065496E-06  1.266779E-06   
-57.60  -96.00  1.943305E-02  5.231389E-01  -1.291538E-01  -4.764588E-07  6.472542E-06  8.686510E-07   
-56.00  -96.00  2.078834E-02  5.231978E-01  -1.294912E-01  -6.171175E-07  6.287715E-06  5.227375E-07   
-54.40  -96.00  2.214362E-02  5.232567E-01  -1.298313E-01  -8.243077E-07  5.997462E-06  4.269095E-07   
-52.80  -96.00  2.360958E-02  5.232539E-01  -1.302062E-01  -9.581853E-07  5.122899E-06  2.921006E-07   
-51.20  -96.00  2.507555E-02  5.232511E-01  -1.305827E-01  -1.012784E-06  3.901233E-06  1.675653E-07   
-49.60  -96.00  2.682280E-02  5.232114E-01  -1.307393E-01  -1.145352E-06  3.059125E-06  7.220296E-08   
-48.00  -96.00  2.857004E-02  5.231715E-01  -1.308965E-01  -8.592469E-07  1.576725E-06  2.690103E-07   
-46.40  -96.00  3.028357E-02  5.231853E-01  -1.305519E-01  -9.211070E-07  5.390721E-07  5.349684E-07   
-44.80  -96.00  3.199710E-02  5.231990E-01  -1.302066E-01  -2.531596E-07  2.712040E-07  4.157918E-07   
-43.20  -96.00  3.367590E-02  5.231724E-01  -1.299731E-01  8.502537E-07  -4.993126E-08  2.486958E-07   
-41.60  -96.00  3.535471E-02  5.231459E-01  -1.297377E-01  1.808919E-06  6.360642E-08  2.294764E-07   
-40.00  -96.00  3.717369E-02  5.232393E-01  -1.298017E-01  3.129680E-06  6.082482E-07  2.097040E-07   
-38.40  -96.00  3.899267E-02  5.233326E-01  -1.298622E-01  4.574569E-06  1.197659E-06  4.914618E-07   
-36.80  -96.00  4.097823E-02  5.236238E-01  -1.300878E-01  6.056172E-06  2.318054E-06  7.106573E-07   
-35.20  -96.00  4.296379E-02  5.239149E-01  -1.303083E-01  7.077134E-06  3.383087E-06  6.371046E-07   
-33.60  -96.00  4.542273E-02  5.240541E-01  -1.304746E-01  7.790396E-06  4.511734E-06  3.948516E-07   
-32.00  -96.00  4.788168E-02  5.241932E-01  -1.306342E-01  8.385904E-06  5.456109E-06  -4.760732E-07   
-30.40  -96.00  5.025827E-02  5.240859E-01  -1.306108E-01  8.631118E-06  6.044458E-06  -9.304130E-07   
-28.80  -96.00  5.263486E-02  5.239787E-01  -1.305788E-01  8.667978E-06  6.640504E-06  -1.222775E-06   
-27.20  -96.00  5.475346E-02  5.236046E-01  -1.303175E-01  8.558126E-06  7.172413E-06  -1.546250E-06   
-25.60  -96.00  5.687204E-02  5.232306E-01  -1.300458E-01  8.180766E-06  7.810871E-06  -3.251552E-07   
-24.00  -96.00  5.930202E-02  5.232023E-01  -1.296339E-01  6.846806E-06  8.564441E-06  6.059126E-07   
-22.40  -96.00  6.173201E-02  5.231740E-01  -1.292098E-01  5.204754E-06  9.349474E-06  8.343412E-07   
-20.80  -96.00  6.444134E-02  5.231931E-01  -1.291185E-01  4.515648E-06  9.429829E-06  8.482237E-07   
-19.20  -96.00  6.715067E-02  5.232121E-01  -1.290132E-01  4.024361E-06  9.504539E-06  9.646172E-07   
-17.60  -96.00  6.971949E-02  5.236640E-01  -1.291921E-01  3.741763E-06  1.012360E-05  9.711292E-07   
-16.00  -96.00  7.228832E-02  5.241159E-01  -1.293556E-01  3.472873E-06  1.041990E-05  1.373599E-06   
-14.40  -96.00  7.580040E-02  5.246195E-01  -1.295770E-01  3.561246E-06  1.040894E-05  1.638378E-06   
-12.80  -96.00  7.931248E-02  5.251231E-01  -1.297815E-01  4.492728E-06  1.047048E-05  4.140602E-07   
-11.20  -96.00  8.303183E-02  5.253413E-01  -1.299826E-01  5.568842E-06  1.005093E-05  -2.533633E-07   
-9.60  -96.00  8.675117E-02  5.255595E-01  -1.301656E-01  6.008499E-06  9.339942E-06  -6.870541E-07   
-8.00  -96.00  9.013728E-02  5.252956E-01  -1.302082E-01  6.065325E-06  8.983173E-06  -1.658176E-06   
-6.40  -96.00  9.352340E-02  5.250315E-01  -1.302317E-01  6.558824E-06  8.900474E-06  -1.592489E-06   
-4.80  -96.00  9.811515E-02  5.246544E-01  -1.295812E-01  5.747453E-06  7.568072E-06  -1.763459E-06   
