-96.00  -96.00  4.500007E-01  5.905674E-05  2.307041E-04  4.500026E-01  5.893986E-05  2.309840E-04  4.500013E-01 5.881810E-05 2.307907E-04
-94.40  -96.00  4.500009E-01  6.202285E-05  2.428465E-04  4.500026E-01  6.211214E-05  2.434901E-04  4.500015E-01 6.186008E-05 2.427494E-04
-92.80  -96.00  4.500012E-01  6.498898E-05  2.549890E-04  4.500026E-01  6.528443E-05  2.559962E-04  4.500016E-01 6.490205E-05 2.547082E-04
-91.20  -96.00  4.500023E-01  6.835871E-05  2.678004E-04  4.500022E-01  6.846138E-05  2.680602E-04  4.500015E-01 6.828734E-05 2.668719E-04
-89.60  -96.00  4.500034E-01  7.172845E-05  2.806118E-04  4.500018E-01  7.163830E-05  2.801240E-04  4.500014E-01 7.167264E-05 2.790356E-04
-88.00  -96.00  4.500001E-01  7.444410E-05  2.911199E-04  4.499999E-01  7.433090E-05  2.913661E-04  4.499994E-01 7.426523E-05 2.901176E-04
-86.40  -96.00  4.499968E-01  7.715971E-05  3.016278E-04  4.499980E-01  7.702350E-05  3.026082E-04  4.499974E-01 7.685781E-05 3.011994E-04
-84.80  -96.00  4.499980E-01  7.993441E-05  3.131887E-04  4.499984E-01  7.968218E-05  3.123993E-04  4.499976E-01 7.976166E-05 3.126460E-04
-83.20  -96.00  4.499992E-01  8.270912E-05  3.247496E-04  4.499989E-01  8.234087E-05  3.221904E-04  4.499978E-01 8.266551E-05 3.240926E-04
-81.60  -96.00  4.499893E-01  8.608797E-05  3.374118E-04  4.499900E-01  8.542323E-05  3.347786E-04  4.499881E-01 8.588959E-05 3.365230E-04
-80.00  -96.00  4.499793E-01  8.946691E-05  3.500744E-04  4.499811E-01  8.850572E-05  3.473672E-04  4.499784E-01 8.911378E-05 3.489539E-04
-78.40  -96.00  4.499814E-01  9.211936E-05  3.611117E-04  4.499836E-01  9.169011E-05  3.598297E-04  4.499820E-01 9.196052E-05 3.607242E-04
-76.80  -96.00  4.499835E-01  9.477192E-05  3.721493E-04  4.499862E-01  9.487470E-05  3.722929E-04  4.499857E-01 9.480738E-05 3.724951E-04
